product_id,product_key,object_id,display_sku,product_name,display_name,brand,lowest_original_price,highest_original_price,lowest_price,highest_price,lowest_discounted_price,highest_discounted_price,in_stock,is_new,on_sale,availability,active_variant_count,fiber,yarn_weight,yarn_content,color_family,content,color_code,knitting_needles,knit_gauge,crochet_hook,crochet_gauge,skein_weight,skein_yardage,quantity,care_instructions,department,category,subcategory,rating_average,rating_count,product_url,image_url,description,days_online,last_modified_at
ff284fac-7e5d-4442-9b23-ad59971f6f1d,ART48,81079777,2204303,Yarn Bee Ethereal Eyelash Yarn,06 Smoked Lavender - Yarn Bee Ethereal Yarn,Yarn Bee,8.49,8.49,5.94,8.49,5.94,5.94,True,False,True,BOTH,5,75% Acrylic & 25% Polyamide,5 - Bulky,"Polyamide Blend, Acrylic Blend",purple,75% Acrylic & 25% Polyamide,06 Smoked Lavender,7mm (US: Size 11),"14 Stitches x 20 Rows = 4"" x 4""",5mm (US: Size H-8),"12 Single Crochet x 12 Rows = 4"" x 4""",5 Ounces,180 Yards,1,"Machine Wash, Cold | Do Not Bleach | Do Not Tumble Dry | Do Not Iron | Dry Clean, Any Solvent Except Trichloroethylene",Yarn & Needle Art,Yarn & Tools,Yarn,4.7941,68,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-ethereal-eyelash-yarn/p/art48,https://cdn.media.amplience.net/s/hobbylobby/2204303-81079777-IMGSET,"Sew in some butterfly kisses when you use this Yarn Bee Ethereal Eyelash Yarn! This yarn is made up of threads in a solid color that have fuzzy embellishments for a unique texture. Whether you knit or crochet, this lush material will help you make a wide range of accessories for yourself or for gifts. Tickle your fancy with eyelash yarn! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1366.0,2026-05-10T05:07:46.199Z
429e83c5-5d7d-4470-b6e5-ee0288b36006,MY349188,80953374,1839836,Metallic I Love This Yarn,766 Teal Sparkle - Metallic I Love This Yarn,I Love this Yarn,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,15,97% Acrylic & 3% Metallic Polyester,4 - Medium,"Polyester Blend, Acrylic Blend",bluegreen,97% Acrylic & 3% Metallic Polyester,766 Teal Sparkle,5mm (USA Size: 8 - UK Size: 6),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA Size: I-9 - UK Size: 5),"12 Single Crochet x 15 Rows = 4"" x 4""",5 Ounces,252 Yards,1,"Machine Wash, Warm | Tumble Dry, Normal | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.7738,221,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/metallic-i-love-this-yarn/p/my349188,https://cdn.media.amplience.net/s/hobbylobby/1839836-80953374-02142025-IMGSET,"Take your knitting and crochet skills to a new level of softness with this Metallic I Love This Yarn. Featuring gorgeous colors with metallic details, this yarn is perfect for hats, scarves, shawls, sweaters, afghans, and much more. Make a one-of-a-kind creation with this dazzling yarn! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",2460.0,2026-05-10T05:08:56.142Z
b916a2e4-2772-433e-a323-38823f77409f,CT4912-81160632,81160650,2337137,Yarn Bee Braided Basics Small Yarn,Golden Natural - Yarn Bee Braided Basics Small Yarn,Yarn Bee,4.99,4.99,4.99,4.99,,,True,False,,BOTH,3,,3 - Light,"Polyester Blend, Acrylic Blend",beige,"52% Cotton, 35% Polyester, 8% Viscose & 5% Metallic",Golden Natural,2-6mm (USA: Size 0-10 / UK: Size 14-4),"20 Stitches x 36 Rows = 4"" x 4""",2-4mm Crochet Hook (USA: Size 0-6 / UK: Size 14-8),"16 Single Crochet x 16 Rows = 4"" x 4""",8.82 Ounces,274 Yards,1,"Wash At Or Below 30° Celsius | Do Not Bleach | Do Not Tumble Dry | Iron, Low Temp | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.7391,23,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-braided-basics-small-yarn/p/ct4912-81160632,https://cdn.media.amplience.net/s/hobbylobby/2337137-81160650-05212025-IMGSET,"Create stylish handmade creations with this Yarn Bee Braided Basics Small Yarn. This small yarn is made from a variety of recycled fibers woven together to create a braided cord. Use this yarn to make plant hangers, baskets, and other stylish home decor items. *No discounts may be applied to “your price” or “reduced” items. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:07:39.672Z
2a4e94d8-4476-458b-a0e6-1d7015a8eb31,ART64YARN,81080291,2204782,Yarn Bee Fundamental Cotton Yarn,02 Canary - Yarn Bee Fundamental Cotton Yarn,Yarn Bee,5.49,5.49,3.84,5.49,3.84,3.84,True,False,True,BOTH,10,100% Mercerized Cotton,4 - Medium,Cotton,yellow,100% Mercerized Cotton,02 Canary,4mm (US: Size 6 - UK: Size 8),"18 Stitches x 28 Rows = 4"" x 4""",4mm (US: Size J-8 - UK: Size 8),"17 Single Crochet x 18 Rows = 4"" x 4""",3.52 Ounces,164 Yards,1,"Hand Wash, Cold | Dry Flat | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.7361,72,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-fundamental-cotton-yarn/p/art64yarn,https://cdn.media.amplience.net/s/hobbylobby/2204782-81080291-IMGSET,"Stitch together sturdy items with this Yarn Bee Fundamental Cotton Yarn. This twisted cotton material boasts a solid color that has a silk-like luster. Use it to crochet or knit accessories for every corner of your world to impress your friends and family with your timeless creativity! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1356.0,2026-05-10T05:09:41.038Z
0e214d6f-fc2a-4c76-8ed1-39d33a4a1f6e,SMPFLWLS22,81185118,2423218,Yarn Bee Simply Flawless Yarn,18 Cobblestone - Yarn Bee Simply Flawless Yarn,Yarn Bee,7.49,7.49,5.24,7.49,5.24,5.24,True,False,True,BOTH,9,100% Low Pill Acrylic,3 - Light,Acrylic,blue,100% Low Pill Acrylic,18 Cobblestone,4.5mm (USA Size: 7),"21 Stitches x 30 Rows = 4"" x 4""",3mm (USA Size: D-3),"18 Single Crochet x 18 Rows = 4"" x 4""",5 Ounces,301 Yards,1,"Machine Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent Except Trichloroethylene",Yarn & Needle Art,Yarn & Tools,Yarn,4.6429,56,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-simply-flawless-yarn/p/smpflwls22,https://cdn.media.amplience.net/s/hobbylobby/2423218-81185118-07052024-IMGSET,"Create a knit or crocheted project with a stunning finish using this Yarn Bee Simply Flawless Yarn. This low-pill acrylic yarn has a soft, lightweight texture and color that's perfect for using on its own or combining with other shades. Use it to make blankets, hats, scarves, shawls, and more! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:09:08.795Z
0c9bf109-b646-479e-b794-d2161aa4329a,P81086999,81087008,1333277,Yarn Bee Scrub-Ology Yarn,06 Silver - Yarn Bee Scrub-Ology Yarn,Yarn Bee,3.99,3.99,2.79,3.99,2.79,2.79,True,False,True,BOTH,8,100% Polyester,4 - Medium,Polyester,silver,100% Polyester,SILVER/06,5mm (USA: Size 8),"18 Stitches x 24 Rows = 4"" x 4""",5.5mm (USA: Size I-9),"14 Single Crotchet x 13 Rows = 4"" x 4""",3 Ounces,174,1,"Machine Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.6296,27,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-scrub-ology-yarn/p/p81086999,https://cdn.media.amplience.net/s/hobbylobby/1333277-81087008-02142025-IMGSET,"Create satisfying scrubbies for the kitchen with this Yarn Bee Scrub-Ology Yarn! This yarn features strands of sparkling tinsel attached throughout, with a textured polyester finish perfect for creating dish scrubbers of various shapes and sizes. Add some personalized charm to your kitchen while making cleanup a breeze! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:10:11.152Z
2b38dda6-4ab3-41fe-84f3-225178af8da4,GY68596,96099,340125,Gradient I Love This Yarn,5002 Citrus Punch - Gradient I Love This Yarn,I Love this Yarn,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,3,100% Acrylic,4 - Medium,Acrylic,multi,100% Acrylic,5002 Citrus Punch,5mm (USA Size: 8 - UK Size: 6),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA Size: I-9 - UK Size: 5),"12 Single Crochet x 15 Rows = 4"" x 4""",4 Ounces,202 Yards,1,"Machine Wash, Warm | Machine Dry | Do Not Iron | Do Not Bleach | Dry Cleanable In Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.5821,67,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/gradient-i-love-this-yarn/p/gy68596,https://cdn.media.amplience.net/s/hobbylobby/340125-96099-IMGSET,"Knit it your way! Take your knitting and crochet skills to a new level of softness with this unbelievably soft Gradient I Love This Yarn which features a beautiful mix of colors. It is perfect for hats, scarves, shawls, sweaters, afghans, and more. Stay creative and stay warm! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",4147.0,2026-05-10T05:12:45.542Z
c2525073-1afc-4fa2-887c-8aa87759eec6,CO74858,81186532,2429843,Baby Bee Cuddly One Yarn,16 Surf Baby - Baby Bee Cuddly One Yarn,Baby Bee,7.99,7.99,5.59,7.99,5.59,5.59,True,False,True,BOTH,9,100% Polyester,7 - Jumbo,Polyester,blue,100% Polyester,16 Surf Baby,15mm (USA: Size 19 - UK: Size 0),"5 Stitches x 6 Rows = 4"" x 4""",15mm (USA: Size P/Q - UK: Size 0),"5 Stitches x 5 Rows = 4"" x 4""",8 Ounces,33 Yards,1,"Hand Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.5625,96,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/baby-bee-cuddly-one-yarn/p/co74858,https://cdn.media.amplience.net/s/hobbylobby/2429843-81186532-02142025-IMGSET,"Make soft blankets and fun throws with this Baby Bee Cuddly One Yarn. Featuring a plush polyester feel and beautiful colors, this yarn is ideal for all kinds of knitted and crocheted creations. Whether you're searching for a richly textured color or a cushioned and cuddly feel, this yarn will be your go-to! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:10:18.026Z
a84bac85-bf98-41d5-9817-37ed825d97fe,SSSC23,81141509,2296341,Stitch Soak Scrub Yarn,Blue Indigo - Stitch Soak Scrub Yarn,Lion Brand,3.99,3.99,2.79,3.99,2.79,2.79,True,False,True,BOTH,2,100% Nylon,4 - Medium,Nylon,blue,100% Nylon,110BI Blue Indigo,5mm (USA: Size 8),"18 Stitches x 20 Rows = 4"" x 4""",5mm (USA: Size H-8),"15 Stitches x 10 Rows = 4"" x 4""",1.4 Ounces,92 Yards,1,"Machine Wash, Cold, Gentle Cycle | Dry Flat | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.4667,15,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/stitch-soak-scrub-yarn/p/sssc23,https://cdn.media.amplience.net/s/hobbylobby/2296341-81141509-10112024-IMGSET,"Make cleaning your kitchen easy with this Stitch Soak Scrub Yarn. This scrubby yarn is tailored for making homemade scrubbies you can keep by the sink or the tub. It is richly colored, allowing you to personalize your accessory to the color and style of your kitchen. Not just for scrubbing, you can also use this yarn to design fun bags and hand towels. Satisfy your passion for knitting and crochet while creating fun and functional tools with this versatile yarn! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1005.0,2026-05-10T05:11:38.180Z
6b1e97ed-c5b0-469f-b70d-a18707259e47,YN20320,81138695,2286292,Sport Weight I Love This Yarn,400 Amethyst - Sport Weight I Love This Yarn,I Love this Yarn,2.99,4.99,2.09,4.99,2.09,3.49,True,False,True,BOTH,12,100% Acrylic,3 - Light,Acrylic,purple,100% Acrylic,400 Amethyst,4mm (USA: Size 6 - UK: Size 8),"22 Stitches x 24 Rows = 4"" x 4""",5mm (USA: Size H-8 - UK: Size 6),"15 Single Crochet x 19 Rows = 4"" x 4""",2.5 Ounces,230 Yards,1,"Machine Wash, Warm | Tumble Dry, Normal | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.4631,149,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/sport-weight-i-love-this-yarn/p/yn20320,https://cdn.media.amplience.net/s/hobbylobby/2286292-81138695-IMGSET,"Knit it your way! Take your knitting and crochet skills to a new level of softness with this Sport Weight I Love This Yarn. Featuring a lovely color, this yarn is perfect for hats, scarves, shawls, sweaters, afghans, and more. Stay creative and stay warm! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1006.0,2026-05-10T05:10:12.661Z
222c3f74-76f9-4496-90e4-b61d24cb66a7,FM74661,81076241,2195766,Yarn Bee Fur The Moment Yarn,32 Frosted Mauve - Yarn Bee Fur The Moment Yarn,Yarn Bee,6.99,6.99,4.89,6.99,4.89,4.89,True,False,True,BOTH,8,100% Polyester,6 - Super Bulky,Polyester,pink,100% Polyester,32 Frosted Mauve,9mm (USA: Size 13),"11 Stitches x 12 Rows = 4"" x 4""",9mm (USA: M-13),"8 Single Crochet x 8 Rows = 4"" x 4""",3.5 Ounces,62 Yards,1,"Hand Wash, Cold | Dry Flat | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.425,80,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-fur-the-moment-yarn/p/fm74661,https://cdn.media.amplience.net/s/hobbylobby/2195766-81076241-02142025-IMGSET,"Crochet your way to some of the coziest creations with this Yarn Bee Fur The Moment Yarn! This yarn features faux-fur fibers that you can use to add fluffy details to sweaters, blankets, plushies, and more. Grab your knitting needles or crochet hook and get creative! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1366.0,2026-05-10T05:09:57.983Z
e0692259-f3cf-450b-a688-e49393603d30,OMBY21,55874,588855,Ombre Yarn Bee Soft Secret Yarn,500 Blueberry Hill - Ombre Yarn Bee Soft Secret Yarn,Yarn Bee,5.99,5.99,4.19,5.99,4.19,4.19,True,False,True,BOTH,2,100% Acrylic,4 - Medium,Acrylic,multi,100% Acrylic,500 Blueberry Hill,4.5mm (USA: Size 7 - UK: Size 7),"20 Stitches x 26 Rows = 4"" x 4""",5.5mm (USA Size: H/8 - UK Size: 6),14 Single Crochet x 18 Rows = 4” x 4”,4 Ounces,199 Yards,1,"Machine Wash, Warm, Gentle Or Delicate Cycle | Do Not Bleach | Do Not Iron | Do Not Dry Clean | Tumble Dry, Normal, Low Heat",Yarn & Needle Art,Yarn & Tools,Yarn,4.4,10,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/ombre-yarn-bee-soft-secret-yarn/p/omby21,https://cdn.media.amplience.net/s/hobbylobby/588855-55874-IMGSET,"You won't find yourself in stitches over this yarn! Featuring strands of various colors, this Ombre Yarn Bee Soft Secret Yarn is perfect for your knitting and crocheting needs. Make soft hats, scarves, blankets, sweaters, mittens, and more. When people ask you how your creations are so soft, just tell them, ""It's a secret."" Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",3935.0,2026-05-10T05:06:21.129Z
06fc849a-5b14-4df7-8079-effea9b1eb4f,EASYGOING,81235069,2554079,Yarn Bee Easygoing Yarn,Black - Yarn Bee Easygoing Yarn,Yarn Bee,4.99,5.99,3.49,5.99,3.49,4.19,True,False,True,BOTH,9,60% Acrylic & 40% Polyamide,4 - Medium,"Polyamide Blend, Acrylic Blend",black,60% Acrylic & 40% Polyamide,,5mm (USA: Size 8),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA: Size I -9 ),"12 Single Crochet x 15 Rows = 4"" x 4""",3.5 Ounces,175 Yards,1,"Machine Wash, Cold | Tumble Dry Normal | Low Iron | Do Not Bleach | Dry Clean Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.375,32,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-easygoing-yarn/p/easygoing,https://cdn.media.amplience.net/s/hobbylobby/2554079-81235069-05122025-IMGSET,"Give your handmade creations a soft texture when you use this Yarn Bee Easygoing Yarn. This lovely yarn is sure to complement your crafts, decor, and needlework projects with ease. Grab your crochet hooks or knitting needles to get started on your next project! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:12:33.999Z
99930ff2-47d2-4614-9449-1b1f5f75ac23,SI02604,80990617,1963610,Yarn Bee Scrub-Ology Scrub It Yarn,Green Yarn Bee Scrub-Ology Scrub It Yarn,Yarn Bee,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,12,100% Nylon,5 - Bulky,Nylon,green,,,6mm (USA: 10 / UK: Size 4),"15 Stitches x 31 Rows = 4"" x 4""",6mm (USA: J-10 / UK: Size 4),"15 Stitches x 24 Rows = 4"" x 4""",3 Ounces,79 Yards,1,"Hand Wash, Cold | Dry Flat | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.3333,171,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-scrub-ology-scrub-it-yarn/p/si02604,https://cdn.media.amplience.net/s/hobbylobby/1963610-80990617-02142025-IMGSET,"Keep your creations simple and clean with the help of this Yarn Bee Scrub-Ology Scrub It Yarn. This textured yarn is made out of colorful nylon fibers to give your sewing projects a unique and scrubby finish. Turn it into knitted or crocheted trivets, pot holders, dishcloths, and more! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",2059.0,2026-05-10T05:06:34.668Z
e4ca2770-922b-4bb7-903a-4b1e9b56ba67,SC39759,81081115,2206001,Yarn Bee Soft & Sleek Chunky Yarn,620 Spice - Yarn Bee Soft & Sleek Chunky Yarn,Yarn Bee,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,15,100% Low Pill Acrylic,5 - Bulky,Acrylic,red,100% Low Pill Acrylic,620 Spice,6mm (USA: Size 10; UK: Size 6),"13 Stitches x 19 Rows = 4"" x 4""",6.5mm (USA: Size 10 1/2; UK: Size 4),"12 Stitches x 14 Rows = 4"" x 4""",5 Ounces,211 Yards,1,"Machine Wash, Cold | Do Not Bleach | Tumble Dry, Low | Do Not Iron | Dry Clean, Any Solvents",Yarn & Needle Art,Yarn & Tools,Yarn,4.2119,118,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-soft-sleek-chunky-yarn/p/sc39759,https://cdn.media.amplience.net/s/hobbylobby/2206001-81081115-02142025-IMGSET,"Take your knitting and crochet skills to a new level of softness with this Yarn Bee Soft & Sleek Chunky Yarn. Featuring a solid color and a low-pill material, this chunky yarn will be the perfect texture and color for blankets, hats, sweaters, and much more. Knit or crochet your way to sleek and polished goods! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1369.0,2026-05-10T05:10:53.790Z
62325b03-d1bd-4823-8815-ed6d835cd498,YN20260,35541,283382,Baby Bee Sweet Delight Wrap Yarn,5116 Softly Baby Bee Sweet Delight Wrap Yarn,Baby Bee,5.99,6.49,4.19,6.49,4.19,4.54,True,False,True,BOTH,2,60% Acrylic & 40% Polyamide,3 - Light,"Polyamide Blend, Acrylic Blend",white,60% Acrylic & 40% Polyamide,5116 Softly,4mm (USA Size: 6),"23 Stitches x 29 Rows = 4"" x 4""",4.5mm (USA Size: 7),"16 Single Crochet x 20 Rows = 4"" x 4""",3.5 Ounces,310 Yards,1,"Machine Wash, Lukewarm | Machine Dry | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvents",Yarn & Needle Art,Yarn & Tools,Yarn,4.1818,11,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/baby-bee-sweet-delight-wrap-yarn/p/yn20260,https://cdn.media.amplience.net/s/hobbylobby/283382-35541-IMGSET,"Knit or crochet the softest, dreamiest baby items with this Baby Bee Sweet Delight Wrap Yarn. This yarn boasts a lovely blend of colors wrapped around each other for interesting effects in your finished projects. Let your next project be baby-soft and colorful! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",3935.0,2026-05-10T05:06:56.657Z
2d3b292d-4409-429b-8fab-edc966e48e34,YBMACROPE22,81070187,2170629,Yarn Bee Braided Basics Rope - 5mm,Lavender - Yarn Bee Braided Basics Rope - 5mm,Yarn Bee,4.99,4.99,4.99,4.99,,,True,False,,BOTH,8,80% Cotton & 20% Polyester,5 - Bulky,"Polyester Blend, Cotton Blend",purple,80% Cotton & 20% Polyester,Lavender,6mm (USA: Size 10 / UK: Size 4),"12 Stitches x 14 Rows = 4"" x 4""",6.5mm (USA: Size K-10 1/2 / UK: Size 3),"9 Stitches x 11 Rows = 4"" x 4""",8.82 Ounces,40 Yards,1,"Machine Wash, Hot, Gentle Cycle | Do Not Bleach | Do Not Tumble Dry | Hot Iron | Dry Clean, Petroleum Solvents",Yarn & Needle Art,Yarn & Tools,Yarn,4.1333,15,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-braided-basics-rope---5mm/p/ybmacrope22,https://cdn.media.amplience.net/s/hobbylobby/2170629-81070187-03012024-IMGSET,"Craft stunning handmade creations with this Yarn Bee Braided Basics Rope! This soft rope is made from woven fibers and can be used to craft a variety of decorations and accessories. Use it to make plant hangers, macrame, baskets, and other one-of-a-kind pieces of home decor! *No discounts may be applied to ""your price"" or ""reduced"" items. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1443.0,2026-05-10T05:10:06.007Z
8c582f22-4c87-46a8-8d6b-ef89b10b69fb,TC60715,81235131,2554525,Yarn Bee True Colors Yarn,Pink - Yarn Bee True Colors Yarn,Yarn Bee,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,27,100% Acrylic,6 - Super Bulky,Acrylic,pink,100% Acrylic,Pink,,"10 Stitches x 13 Rows = 4"" x 4""",10mm (USA: Size M/N-13),"9 Single Crochet x 9 Rows = 4"" x 4""",5 Ounces,76 Yards,1,"Machine Wash, Cool | Dry Flat | Do Not Iron | Do Not Bleach | Dry Clean Any Solvent Except Trichloroethylene",Yarn & Needle Art,Yarn & Tools,Yarn,4.1325,83,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-true-colors-yarn/p/tc60715,https://cdn.media.amplience.net/s/hobbylobby/2554525-81235131-07182025-IMGSET,"Stay nice and cozy during the cooler weather by creating something with this Yarn Bee True Colors Yarn. This super-bulky yarn is made out of soft acrylic fibers that are perfect to make a fluffy scarf with. Unleash your imagination by crafting blankets, sweaters, and more with this yarn! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:10:27.013Z
8f240194-4908-4a91-9521-209723e5a55d,SD56364,80990787,1964493,Yarn Bee Soft & Sleek DK Yarn,17 White - Yarn Bee Soft & Sleek DK Yarn,Yarn Bee,5.99,5.99,4.19,5.99,4.19,4.19,True,False,True,BOTH,8,100% Low Pill Acrylic,3 - Light,Acrylic,white,100% Low Pill Acrylic,17 White,4mm (USA Size: 6),"22 Stitches x 28 Rows = 4"" x 4""",4.5mm (USA Size: 7),"12 Single Crochet x 17 Rows = 4"" x 4""",4 Ounces,478 Yards,1,"Machine Wash, Cold | Dry Flat | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent Except Trichloroethylene",Yarn & Needle Art,Yarn & Tools,Yarn,4.1217,189,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-soft-sleek-dk-yarn/p/sd56364,https://cdn.media.amplience.net/s/hobbylobby/1964493-80990787-IMGSET,"Stitch together something soft, smooth, and sensational with this Yarn Bee Soft & Sleek DK Yarn! This light yarn with its lovely color will be just the right touch for completing sophisticated projects such as afghans, garments, and baby items. Roll out your best ideas with this double-knitting yarn to create stylish, colorful, and heartwarming gifts and apparel. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",2060.0,2026-05-10T05:09:50.703Z
6d5c68e8-6c49-4dd4-bc70-6835fa5b4c45,SO97283,81138688,2286227,Yarn Bee Scrub-Ology Cotton Yarn,See You At Sunset Bee Scrub-Ology Cotton Yarn,Yarn Bee,5.99,5.99,4.19,5.99,4.19,4.19,True,False,True,BOTH,8,100% Cotton,4 - Medium,Cotton,multi,100% Cotton,124 See You At Sunset,5.5mm (USA: Size 9 / UK: Size 5),"18 Stitches x 23 Rows = 4"" x 4""",6.5mm (USA: Size K/10.5 / UK: Size 5),"14 Single Crochet x 16 Rows = 4"" x 4""",3 Ounces,125 Yards,1,"Machine Wash, Cold | Tumble Dry, Low, Normal | Low iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.102,49,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-scrub-ology-cotton-yarn/p/so97283,https://cdn.media.amplience.net/s/hobbylobby/2286227-81138688-02142025-IMGSET,"Keep your creations simple and clean with the help of this Yarn Bee Scrub-Ology Cotton Yarn. This textured yarn is made out of colorful cotton fibers to give your sewing projects a unique and scrubby finish. Make wonderful kitchen towels or other crocheted projects today! We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1005.0,2026-05-10T05:11:37.757Z
